article_link	ticker	date	ticker_from_text	word_count	pos_count	neg_count
/article/4168271-apple-aapl-q2-2018-results-earnings-call-transcript	AAPL	5/1/2018	AAPL	3341	2075.27880859375	1265.720947265625
/article/4142447-apples-aapl-ceo-tim-cook-on-q1-2018-results-earnings-call-transcript	AAPL	2/1/2018	AAPL	3434	2159.836181640625	1274.1630859375
/article/4119877-apple-aapl-q4-2017-results-earnings-call-transcript	AAPL	11/2/2017	AAPL	3197	2262.914306640625	934.08544921875
/article/4093437-apple-aapl-q3-2017-results-earnings-call-transcript	AAPL	8/1/2017	AAPL	3283	2134.674072265625	1148.3260498046875
/article/4068153-apple-aapl-q2-2017-results-earnings-call-transcript	AAPL	5/2/2017	AAPL	3328	2227.339111328125	1100.6612548828125
/article/4041266-apple-aapl-q1-2017-results-earnings-call-transcript	AAPL	1/31/2017	AAPL	3013	1881.2525634765625	1131.7474365234375
/article/4014922-apple-aapl-q4-2016-results-earnings-call-transcript	AAPL	10/25/2016	AAPL	2854	1895.0203857421875	958.9791870117188
/article/3991811-apple-aapl-q3-2016-results-earnings-call-transcript	AAPL	7/26/2016	AAPL	3366	2030.0238037109375	1335.9766845703125
/article/3968300-apple-aapl-timothy-donald-cook-on-q2-2016-results-earnings-call-transcript	AAPL	4/26/2016	AAPL	3753	2151.937255859375	1601.0628662109375
/article/3836826-apples-aapl-ceo-tim-cook-on-q1-2016-results-earnings-call-transcript	AAPL	1/26/2016	AAPL	3370	2024.8128662109375	1345.1865234375
/article/3611256-apples-aapl-ceo-tim-cook-on-q4-2015-results-earnings-call-transcript	AAPL	10/27/2015	AAPL	3292	2182.348388671875	1109.6527099609375
/article/3344115-apple-aapl-timothy-d-cook-on-q3-2015-results-earnings-call-transcript	AAPL	7/21/2015	AAPL	3362	2281.520751953125	1080.4791259765625
/article/3107596-apples-aapl-ceo-tim-cook-on-q2-2015-results-earnings-call-transcript	AAPL	4/27/2015	AAPL	2954	1793.5225830078125	1160.477783203125
/article/2856006-apples-aapl-ceo-tim-cook-on-q1-2015-results-earnings-call-transcript	AAPL	1/27/2015	AAPL	3201	1887.1202392578125	1313.8797607421875
/article/2576865-apples-aapl-ceo-tim-cook-on-q4-2014-results-earnings-call-transcript	AAPL	10/20/2014	AAPL	3292	1883.1922607421875	1408.8076171875
/article/2331715-apples-aapl-ceo-tim-cook-on-q3-2014-results-earnings-call-transcript	AAPL	7/22/2014	AAPL	3019	1897.7103271484375	1121.2890625
/article/2159213-apples-ceo-discusses-f2q-2014-results-earnings-call-transcript	AAPL	4/23/2014	AAPL	3776	2178.460205078125	1597.5396728515625
/article/1971291-apples-ceo-discusses-f1q-2014-results-earnings-call-transcript	AAPL	1/27/2014	AAPL	3025	1814.8101806640625	1210.1898193359375
/article/1780172-apples-ceo-discusses-f4q-2013-results-earnings-call-transcript	AAPL	10/28/2013	AAPL	3456	2095.23291015625	1360.767578125
/article/1566012-apple-inc-aapl-ceo-discusses-f3q-2013-results-earnings-call-transcript	AAPL	7/23/2013	AAPL	2737	1313.292724609375	1423.7071533203125
/article/1364041-apples-ceo-discusses-f2q13-results-earnings-call-transcript	AAPL	4/23/2013	AAPL	3834	2367.88720703125	1466.1129150390625
/article/1129431-apples-ceo-discusses-f1q-2013-results-earnings-call-transcript	AAPL	1/23/2013	AAPL	8920	3754.028076171875	5165.97265625
/article/952971-apples-ceo-discusses-f4q12-results-earnings-call-transcript	AAPL	10/25/2012	AAPL	2454	1298.023193359375	1155.976806640625
/article/745271-apples-ceo-discusses-f3q12-results-earnings-call-transcript	AAPL	7/24/2012	AAPL	2164	1053.369384765625	1110.6304931640625
/article/524451-apples-ceo-discusses-q2-2012-results-earnings-call-transcript	AAPL	4/24/2012	AAPL	1870	921.1551513671875	948.8450317382812
/article/321818-apples-ceo-discusses-q1-2012-results-earnings-call-transcript	AAPL	1/24/2012	AAPL	2289	1279.4337158203125	1009.5667724609375
/article/300433-apples-ceo-discusses-q4-2011-results-earnings-call-transcript	AAPL	10/18/2011	AAPL	2429	1373.827392578125	1055.1727294921875
/article/280344-apple-management-discusses-q3-2011-results-earnings-call-transcript	AAPL	7/19/2011	AAPL	2383	1156.9278564453125	1226.07177734375
/article/264616-apple-management-discusses-q2-2011-results-earnings-call-transcript	AAPL	4/20/2011	AAPL	2165	1183.83447265625	981.1657104492188
/article/4298421-microsoft-corp-msft-ceo-satya-nadella-on-q1-2020-results-earnings-call-transcript	MSFT	10/23/2019	MSFT	3798	2597.216064453125	1200.782470703125
/article/4275911-microsoft-corporation-msft-ceo-satya-nadella-on-q4-2019-results-earnings-call-transcript	MSFT	7/18/2019	MSFT	4268	2863.427978515625	1404.5709228515625
/article/4256516-microsoft-corporation-msft-ceo-satya-nadella-on-q3-2019-results-earnings-call-transcript	MSFT	4/24/2019	MSFT	3830	2707.11376953125	1122.8868408203125
/article/4236893-microsoft-corp-msft-ceo-satya-nadella-on-q2-2019-results-earnings-call-transcript	MSFT	1/30/2019	MSFT	4037	2742.86328125	1294.136474609375
/article/4214102-microsoft-msft-q1-2019-results-earnings-call-transcript	MSFT	10/24/2018	MSFT	4162	2815.3984375	1346.600341796875
/article/4188569-microsoft-corporation-msft-ceo-satya-nadella-on-q4-2018-results-earnings-call-transcript	MSFT	7/19/2018	MSFT	3771	2797.333984375	973.666259765625
/article/4166696-microsoft-msft-q3-2018-results-earnings-call-transcript	MSFT	4/26/2018	MSFT	4129	3013.2890625	1115.710205078125
/article/4141999-microsofts-msft-ceo-satya-nadella-on-q2-2018-results-earnings-call-transcript	MSFT	1/31/2018	MSFT	4262	2727.922607421875	1534.0775146484375
/article/4117127-microsoft-msft-q1-2018-results-earnings-call-transcript	MSFT	10/26/2017	MSFT	4635	2912.3779296875	1722.6219482421875
/article/4089278-microsofts-msft-ceo-satya-nadella-on-q4-2017-results-earnings-call-transcript	MSFT	7/20/2017	MSFT	4244	2622.9072265625	1621.093505859375
/article/4066498-microsoft-msft-q3-2017-results-earnings-call-transcript	MSFT	4/27/2017	MSFT	3912	2278.084716796875	1633.9149169921875
/article/4040408-microsoft-msft-q2-2017-results-earnings-call-transcript	MSFT	1/27/2017	MSFT	4346	2619.40380859375	1726.5963134765625
/article/4013728-microsofts-msft-ceo-satya-nadella-on-q1-2017-results-earnings-call-transcript	MSFT	10/20/2016	MSFT	4233	2706.090576171875	1526.9093017578125
/article/3989628-microsoft-msft-q4-2016-results-earnings-call-transcript	MSFT	7/19/2016	MSFT	4398	2593.27490234375	1804.7249755859375
/article/3969437-linkedin-lnkd-jeffrey-weiner-on-q1-2016-results-earnings-call-transcript	MSFT	4/29/2016	LNKD	2510	1499.268798828125	1010.7313232421875
/article/3967201-microsoft-msft-q3-2016-results-earnings-call-transcript	MSFT	4/21/2016	MSFT	4485	2829.686279296875	1655.313720703125
/article/3867916-linkedin-lnkd-jeffrey-weiner-on-q4-2015-results-earnings-call-transcript	MSFT	2/4/2016	LNKD	3369	2085.015625	1283.984130859375
/article/3846116-microsoft-msft-q2-2016-results-earnings-call-transcript	MSFT	1/28/2016	MSFT	4129	2513.5703125	1615.4285888671875
/article/3624206-linkedin-lnkd-jeffrey-weiner-on-q3-2015-results-earnings-call-transcript	MSFT	10/30/2015	LNKD	2983	1834.2791748046875	1148.7210693359375
/article/3596736-microsoft-msft-q1-2016-results-earnings-call-transcript	MSFT	10/22/2015	MSFT	4354	2677.938232421875	1676.061279296875
/article/3380125-linkedin-lnkd-jeffrey-weiner-on-q2-2015-results-earnings-call-transcript	MSFT	7/30/2015	LNKD	3363	2108.098388671875	1254.9014892578125
/article/3344205-microsoft-msft-q4-2015-results-earnings-call-transcript	MSFT	7/21/2015	MSFT	4120	2537.887939453125	1582.112060546875
/article/3126536-linkedins-lnkd-ceo-jeff-weiner-on-q1-2015-results-earnings-call-transcript	MSFT	5/1/2015	LNKD	3643	2164.694580078125	1478.304443359375
/article/3098136-microsofts-msft-ceo-satya-nadella-on-q3-2015-results-earnings-call-transcript	MSFT	4/23/2015	MSFT	4331	2515.40087890625	1815.6002197265625
/article/2891416-linkedins-lnkd-ceo-jeff-weiner-discusses-on-q4-2014-results-earnings-call-transcript	MSFT	2/5/2015	LNKD	3596	2285.554443359375	1310.4454345703125
/article/2852026-microsofts-msft-ceo-satya-nadella-on-q2-2015-results-earnings-call-transcript	MSFT	1/26/2015	MSFT	4446	2620.88623046875	1825.11279296875
/article/2621895-linkedins-lnkd-ceo-jeff-weiner-on-q3-2014-results-earnings-call-transcript	MSFT	10/30/2014	LNKD	2648	1764.9549560546875	883.044921875
/article/2592085-microsofts-msft-ceo-satya-nadella-on-q1-2015-results-earnings-call-transcript	MSFT	10/23/2014	MSFT	3438	2080.379150390625	1357.62109375
/article/2367505-linkedins-lnkd-ceo-jeff-weiner-on-q2-2014-results-earnings-call-transcript	MSFT	7/31/2014	LNKD	3131	1922.2269287109375	1208.7730712890625
/article/2331775-microsofts-msft-ceo-satya-nadella-on-q4-2014-results-earnings-call-transcript	MSFT	7/22/2014	MSFT	4349	2298.6611328125	2050.338623046875
/article/2185103-linkedins-ceo-discusses-q1-2014-results-earnings-call-transcript	MSFT	5/1/2014	LNKD	2982	1785.5067138671875	1196.493408203125
/article/2164653-microsofts-ceo-discusses-f3q-2014-results-earnings-call-transcript	MSFT	4/25/2014	MSFT	2421	1255.7454833984375	1165.2545166015625
/article/2002241-linkedins-ceo-discusses-q4-2013-results-earnings-call-transcript	MSFT	2/6/2014	LNKD	3900	2226.8779296875	1673.12255859375
/article/1964561-microsofts-management-discusses-f2q-2014-results-earnings-call-transcript	MSFT	1/23/2014	MSFT	2164	1512.4410400390625	651.5588989257812
/article/1784972-linkedins-ceo-discusses-q3-2013-results-earnings-call-transcript	MSFT	10/29/2013	LNKD	3248	1989.8212890625	1258.1783447265625
/article/1772012-microsofts-ceo-discusses-f1q-2014-results-earnings-call-transcript	MSFT	10/24/2013	MSFT	3087	2058.03076171875	1028.9691162109375
/article/1597232-linkedins-ceo-discusses-q2-2013-results-earnings-call-transcript	MSFT	8/1/2013	LNKD	3305	1985.5228271484375	1319.477294921875
/article/1557202-microsoft-corporation-msft-management-discusses-f4q-2013-results-earnings-call-transcript	MSFT	7/18/2013	MSFT	2896	1727.232177734375	1168.767333984375
/article/1397031-linkedins-ceo-discusses-q1-2013-results-earnings-call-transcript	MSFT	5/2/2013	LNKD	3491	2254.299560546875	1236.7005615234375
/article/1353291-microsofts-management-discusses-f3q-2013-results-earnings-call-transcript	MSFT	4/18/2013	MSFT	2844	1821.96728515625	1022.0333251953125
/article/1166771-linkedins-ceo-discusses-q4-2012-results-earnings-call-transcript	MSFT	2/7/2013	LNKD	3458	2189.073974609375	1268.92626953125
/article/1132561-microsofts-management-discusses-f2q-2013-results-earnings-call-transcript	MSFT	1/24/2013	MSFT	2548	1780.0684814453125	767.9312744140625
/article/971161-linkedins-ceo-discusses-q3-2012-results-earnings-call-transcript	MSFT	11/1/2012	LNKD	3332	2056.155029296875	1275.8450927734375
/article/934051-microsofts-management-discusses-f1q13-results-earnings-call-transcript	MSFT	10/18/2012	MSFT	870	358.38055419921875	511.6194152832031
/article/777151-linkedins-ceo-discusses-q2-2012-results-earnings-call-transcript	MSFT	8/2/2012	LNKD	3494	2113.582763671875	1380.4176025390625
/article/734591-microsofts-management-discusses-f4q2012-results-earnings-call-transcript	MSFT	7/19/2012	MSFT	2960	1834.344482421875	1125.655517578125
/article/562751-linkedin-corporations-ceo-discusses-q1-2012-results-earnings-call-transcript	MSFT	5/5/2012	LNKD	3328	2090.410400390625	1237.589599609375
/article/512411-microsoft-management-discusses-q3-2012-results-earnings-call-transcript	MSFT	4/19/2012	MSFT	647	384.00933837890625	262.9907531738281
/article/356781-linkedins-ceo-discusses-q4-2011-results-earnings-call-transcript	MSFT	2/9/2012	LNKD	3631	2394.38037109375	1236.619140625
